candidate_id,tfidf_pc1_frozen,behav_splitA_source_mean,behav_has_retweet_A
C0225,-0.2190033864046467,-0.46666667,1.0
C0226,0.2978524738517255,0.6789474,1.0
C0227,-0.3359653480388248,-0.584,1.0
C0228,0.131369622623221,0.4201923,1.0
C0229,-0.0457578728222424,-0.471875,1.0
C0230,0.3036237272224704,0.58055556,1.0
C0231,-0.2778804702666244,-0.45,1.0
C0232,0.2570421162036772,0.6357143,1.0
C0233,-0.3134228936541188,-0.6402778,1.0
C0234,0.0662179690452532,0.32857144,1.0
C0235,-0.4186127179427324,-0.75555557,1.0
C0236,0.2727182394337339,0.6382353,1.0
C0237,-0.3169942132758591,-0.5625,1.0
C0238,0.1999143372010738,0.62682927,1.0
C0239,-0.2759885764244963,-0.53333336,1.0
C0240,0.357248190479655,0.69210523,1.0
C0241,0.2389014289251171,0.6537037,1.0
C0242,-0.1394504801762872,-0.3272727,1.0
C0243,0.282965086205529,0.65,1.0
C0244,-0.3498491469223827,-0.71428573,1.0
C0245,0.1689931281019807,0.46923077,1.0
C0246,-0.3569319492941897,-0.49,1.0
C0247,0.3350126465132037,0.66392404,1.0
C0248,-0.3689249304270233,-0.56,1.0
C0249,0.1943701993946331,0.68333334,1.0
C0250,-0.2657255006901518,-0.55714285,1.0
C0251,0.3762162183630578,0.59,1.0
C0252,-0.3649143488524516,-0.54285717,1.0
C0253,0.2857608689873885,0.74285716,1.0
C0254,-0.2477778637753907,-0.39166668,1.0
C0255,0.2296788852691145,0.45625,1.0
C0256,-0.1599202679520886,-0.71666664,1.0
C0257,0.2051672067467537,0.5925926,1.0
C0258,0.2408930509864395,0.76428574,1.0
C0259,-0.1368512932935383,-0.69166666,1.0
C0260,0.1394462013870725,0.552,1.0
C0261,-0.2325050447640969,-0.63214284,1.0
C0262,0.1844932704801665,0.39833334,1.0
C0263,-0.2542138070779541,-0.6140625,1.0
C0264,0.3164074333973317,0.66,1.0
C0265,-0.3131460943046371,-0.62608695,1.0
C0266,0.3464027286885011,0.65555555,1.0
C0267,-0.2140834379078556,-0.7,1.0
C0268,0.2868663212203781,0.7470588,1.0
C0269,0.0596688063752351,-0.040625,1.0
C0270,-0.2722798785761421,-0.6375,1.0
C0271,0.3050994987324613,0.66136366,1.0
C0272,-0.2732921014949477,-0.5,1.0
C0273,0.1679919655762276,0.50416666,1.0
C0274,-0.405175126593585,-0.6857143,1.0
C0275,0.1235693680617446,0.414,1.0
C0276,-0.1242082858088296,0.0,0.0
C0277,0.2149687029331764,0.5,1.0
C0278,0.2203610346468918,0.6375,1.0
C0279,-0.2946550642909855,-0.6227273,1.0
C0280,0.2326300291797884,0.6,1.0
C0281,-0.3239961854090919,-0.6666667,1.0
C0282,0.1330930238370893,0.5,1.0
C0283,-0.3243233277731628,-0.64285713,1.0
C0284,0.305894477748048,0.6766667,1.0
C0285,-0.2785093699805823,-0.75,1.0
C0286,0.2498393733025638,0.6722222,1.0
C0287,-0.1257911367620125,-0.328125,1.0
C0288,0.193220241471011,0.65,1.0
C0289,0.2029728278873563,0.38,1.0
C0290,-0.2800188847216772,-0.575,1.0
C0291,-0.3067605559237933,-0.645,1.0
C0292,-0.2095738859088553,-0.57272726,1.0
C0293,0.2647043524889075,0.725,1.0
C0294,-0.1647959677496431,-0.5637931,1.0
C0295,0.1903863276064973,0.34615386,1.0
C0296,-0.2319925474931819,-0.47857141,1.0
C0297,0.3116553403360094,0.6666667,1.0
C0298,-0.206488916233975,-0.575,1.0
C0299,0.1254820149082359,0.53333336,1.0
C0300,-0.3692840880147571,-0.51285714,1.0
C0301,0.2540807048789361,0.4763158,1.0
C0302,-0.336093682866478,-0.66818184,1.0
C0303,0.356195240256229,0.6875,1.0
C0304,-0.1905166169679576,-0.45,1.0
C0305,0.3651908782062077,0.69655174,1.0
C0306,-0.1874868540100984,-0.65,1.0
C0307,0.2168572231725805,0.4076923,1.0
C0308,-0.2225068042907772,-0.825,1.0
C0309,0.2536461075128225,0.7,1.0
C0310,-0.3616143925645598,-0.634,1.0
C0311,0.3490221109915858,0.715625,1.0
C0312,-0.2114130869825589,-0.6035714,1.0
C0313,-0.1892302572046417,-0.27857143,1.0
C0314,0.3014523400088056,0.80714285,1.0
C0315,-0.2348217955116631,-0.69,1.0
C0316,0.3166872311415269,0.7625,1.0
C0317,0.0188688325470254,0.018181818,1.0
C0318,0.2005102502371405,0.5576923,1.0
C0319,-0.2638168261957349,-0.775,1.0
C0320,0.0683047771026603,0.34047619,1.0
C0321,-0.2901611336026103,-0.49666667,1.0
C0322,0.2377368509234746,0.50333333,1.0
C0323,-0.3008755239587585,-0.69,1.0
C0324,0.1256588313030963,0.55,1.0
C0325,-0.3148473725843785,-0.6272727,1.0
C0326,0.2268782435318728,0.6333333,1.0
C0327,0.17882620166443,0.60333335,1.0
C0328,-0.2782605622338361,-0.45,1.0
C0329,0.1867671406660258,0.5342105,1.0
C0330,-0.2746553667735254,-0.6254717,1.0
C0331,0.2589401587069046,0.62608695,1.0
C0332,0.2952267636059654,0.59583336,1.0
C0333,-0.2766063887570968,-0.58076924,1.0
C0334,0.0821999721496727,0.675,1.0
C0335,-0.2335589872324712,-0.365,1.0
C0336,0.1277873031910874,0.54583335,1.0
C0337,-0.2439056395997879,-0.36,1.0
C0338,0.3328938609541513,0.765,1.0
C0339,-0.098390042976649,-0.20882353,1.0
C0340,0.1782343356926805,0.0,0.0
C0341,-0.3275937467723163,-0.6571429,1.0
C0342,0.3268904308059976,0.7482143,1.0
C0343,-0.4205232571143251,-0.6375,1.0
C0344,0.3182922405524552,0.62941176,1.0
C0345,-0.1511560553194989,-0.5388889,1.0
C0346,0.2578307623833905,0.705,1.0
C0347,0.0487018314192032,0.16428572,1.0
C0348,0.2323401017216877,0.40625,1.0
C0349,-0.3369248654467867,-0.62222224,1.0
C0350,0.2044789488824062,0.77,1.0
C0351,-0.0628085122915738,-0.425,1.0
C0352,0.2107986458951908,0.585,1.0
C0353,0.1654550962800333,0.3642857,1.0
C0354,-0.3378239501305309,-0.67,1.0
C0355,-0.2790403123900811,-0.64285713,1.0
C0356,0.2435901672322347,0.5972222,1.0
C0357,-0.1500839188565986,-0.4,1.0
C0358,0.2664951260471616,0.49347827,1.0
C0359,-0.1623013957884209,-0.21111111,1.0
C0360,0.2909773549617551,0.7785714,1.0
C0361,-0.1933260031063576,0.0,0.0
C0362,0.2455276319439948,0.7026316,1.0
C0363,-0.3675331139693023,-0.64285713,1.0
C0364,0.2454004077088038,0.74,1.0
C0365,-0.097953721143971,-0.725,1.0
C0366,0.174404376742972,0.3342857,1.0
C0367,-0.2604992757787764,-0.71875,1.0
C0368,0.2578193109561731,0.51842105,1.0
C0369,-0.2534834115890798,-0.571875,1.0
C0370,0.2197079813788588,0.40681818,1.0
C0371,0.0854860491954169,0.24666667,1.0
C0372,-0.2896666197264089,-0.725,1.0
C0373,0.0973924104749832,0.01,1.0
C0374,-0.294812307363231,-0.41875,1.0
C0375,0.4021669987463956,0.69464284,1.0
C0376,-0.1810785368137272,-0.2625,1.0
C0377,0.2380766177302178,0.6333333,1.0
C0378,0.2662563686919854,0.5826923,1.0
C0379,-0.3473121176367725,-0.64166665,1.0
C0380,0.316327964535058,0.6318182,1.0
C0381,-0.2703649587061396,-0.73125,1.0
C0382,0.2024771489450018,0.381,1.0
C0383,-0.19360285261073,-0.47,1.0
C0384,0.2187926537890424,0.6181818,1.0
C0385,-0.3113072325208069,-0.7411765,1.0
C0386,0.1607217844975756,0.016666668,1.0
C0387,0.1276219766409782,0.36923078,1.0
C0388,0.1882359277203774,0.45,1.0
C0389,-0.2716181613807326,-0.7,1.0
C0390,0.1519369168022486,0.22692308,1.0
C0391,-0.2060869396327054,-0.48064515,1.0
C0392,0.2817290469448799,0.721875,1.0
C0393,-0.0563218544046275,-0.34,1.0
C0394,0.3116997974542076,0.6694915,1.0
C0395,-0.0549879903824427,-0.2875,1.0
C0396,0.3601278704152428,0.7323529,1.0
C0397,-0.2960482389988517,-0.37666667,1.0
C0398,0.1292009074516197,0.4,1.0
C0399,-0.2662697859045786,-0.62916666,1.0
C0400,0.2575778866414424,0.63214284,1.0
C0401,0.2301555546821069,0.70714283,1.0
C0402,-0.245439288122319,-0.6,1.0
C0403,0.2960037648648629,0.65,1.0
C0404,0.0556624409591595,0.07424243,1.0
C0405,0.288347622854715,0.665625,1.0
C0406,-0.3823732000063919,-0.71,1.0
C0407,0.0948426799927742,0.21071428,1.0
C0408,-0.2162127608892625,0.0,0.0
C0409,0.2960474964262345,0.625,1.0
C0410,-0.2816761142386507,-0.5083333,1.0
C0411,0.1599619175343413,0.324,1.0
C0412,-0.0562518521755861,-0.14736842,1.0
C0413,0.2015950978210195,0.59444445,1.0
C0414,-0.3453901716292724,-0.5839286,1.0
C0415,0.3815918876535685,0.7416667,1.0
C0416,-0.0701290032265214,-0.3,1.0
C0417,0.2955444487390535,0.7590909,1.0
C0418,-0.2916223235368094,-0.60714287,1.0
C0419,0.2185521736908416,0.5647059,1.0
C0420,-0.2550880221200781,-0.5521739,1.0
C0421,0.1227866605430408,0.4625,1.0
C0422,-0.2584935320960063,-0.68333334,1.0
C0423,0.2607649039783034,0.8125,1.0
C0424,-0.115110294953256,-0.85,1.0
C0425,0.2741174015638726,0.6342105,1.0
C0426,-0.2524201927478081,-0.7192308,1.0
C0427,0.2065289405563126,0.5,1.0
C0428,-0.3297462331485413,-0.573,1.0
C0429,0.2893263925615244,0.75,1.0
C0430,0.1230296238107865,0.25225225,1.0
C0431,-0.2754569370075864,-0.57941175,1.0
C0432,0.3016391515692899,0.76666665,1.0
C0433,-0.2295455309540139,-0.61,1.0
C0434,0.2367767252617775,0.48448277,1.0
C0435,-0.2647506641752079,-0.55895525,1.0
C0436,0.2464659416027603,0.475,1.0
C0437,-0.1809536999673837,-0.5472222,1.0
C0438,0.2052458257124217,0.27916667,1.0
C0439,-0.3554322138832554,-0.55588233,1.0
C0440,0.2741102932622262,0.58125,1.0
C0441,-0.4201586911442896,-0.6755814,1.0
C0442,0.3086833231865629,0.52666664,1.0
C0443,-0.3066117077852697,-0.6184211,1.0
C0444,0.2015667226580351,0.35192308,1.0
C0445,-0.1140992044312976,0.06875,1.0
C0446,-0.1834894811034036,-0.29,1.0
C0447,0.2762453795547638,0.66571426,1.0
C0448,-0.2413428772264243,-0.7625,1.0
C0449,0.2727512519441506,0.5833333,1.0
C0450,-0.2936430251784279,-0.43666667,1.0
C0451,0.3247943275122502,0.77307695,1.0
C0452,-0.1914809066502006,-0.4857143,1.0
C0453,0.2570008195691315,0.49347827,1.0
C0454,-0.2349676016055784,-0.5472222,1.0
C0455,0.3315591636953077,0.67105263,1.0
C0456,-0.0708353193083995,-0.194375,1.0
C0457,0.1689607858096966,0.2,1.0
C0458,-0.276682876042259,-0.59090906,1.0
C0459,0.2462787501535796,0.57058823,1.0
C0460,-0.0256943230151917,0.25,1.0
C0461,-0.304337527753562,-0.695,1.0
C0462,0.2287028889424492,0.7291667,1.0
C0463,-0.1878723993078686,-0.59444445,1.0
C0464,0.3243731567182794,0.6454545,1.0
C0465,-0.1755818762566472,-0.39117646,1.0
C0466,0.3513378496622263,0.75,1.0
C0467,-0.1861365394797041,-0.63,1.0
C0468,0.2143271748675101,0.6333333,1.0
C0469,-0.2127202573798789,-0.6333333,1.0
C0470,0.326988684591904,0.78333336,1.0
C0471,-0.2899893733145344,-0.36,1.0
C0472,0.2968150636621837,0.458,1.0
C0473,-0.2782059645169876,-0.5,1.0
C0474,0.0938872160638291,0.6333333,1.0
C0475,-0.1792986832966519,-0.65294117,1.0
C0476,0.0785590389340419,0.16111112,1.0
C0477,-0.3672201372564113,-0.67727274,1.0
C0478,0.296479381367501,0.6227273,1.0
C0479,-0.2643447671068808,-0.67903227,1.0
C0480,0.3388828366619838,0.58,1.0
C0481,-0.3249951173934777,-0.78333336,1.0
C0482,0.1432054122877746,0.34130436,1.0
C0483,-0.1286289006792365,0.0,0.0
C0484,0.2629417470483842,0.6357143,1.0
C0485,-0.3550094432081753,-0.62333333,1.0
C0486,0.2122446913654719,0.2,1.0
C0487,-0.1479282078096721,-0.28846154,1.0
C0488,0.2406301649910739,0.725,1.0
C0489,-0.3091393323641264,-0.73333335,1.0
C0490,0.2796344372844804,0.6357143,1.0
C0491,-0.1525980463378857,-0.021428572,1.0
C0492,0.2001963644238165,0.568,1.0
C0493,-0.2775443665721202,-0.5772727,1.0
C0494,0.1924464088871645,0.76666665,1.0
C0495,-0.3285952823045061,-0.61326534,1.0
C0496,0.1887843722812913,0.49375,1.0
C0497,0.1719403546398236,0.34375,1.0
C0498,-0.1797782065149631,-0.45,1.0
C0499,-0.318330822671082,-0.56777775,1.0
C0500,0.1770852474359384,0.505,1.0
C0501,-0.3074745312454552,-0.66125,1.0
C0502,0.2744641949940198,0.6557143,1.0
C0503,0.264382649305066,0.71666664,1.0
C0504,-0.2573635794357742,-0.6458333,1.0
C0505,0.3279192854973905,0.585,1.0
C0506,-0.2967072571400207,-0.6363636,1.0
C0507,-0.1907249244093062,-0.725,1.0
C0508,0.3682955653824044,0.625,1.0
C0509,-0.2801775670805558,-0.68333334,1.0
C0510,0.1248394867182649,0.33125,1.0
C0511,-0.2997137044329916,-0.6,1.0
C0512,0.211615227254803,0.42894736,1.0
C0513,-0.2496474201484204,-0.725,1.0
C0514,0.1687339776195472,0.45909092,1.0
C0515,-0.2831897914621029,-0.71666664,1.0
C0516,0.2820150863290633,0.65,1.0
C0517,-0.1798987127334247,-0.49583334,1.0
C0518,0.2633350921631079,0.54583335,1.0
C0519,-0.145585657857828,-0.06111111,1.0
C0520,0.3579659576155687,0.63611114,1.0
C0521,-0.3936930669494905,-0.6375,1.0
C0522,0.3191216357526907,0.69473684,1.0
C0523,-0.2185810793980463,-0.51428574,1.0
C0524,0.1295297251616787,0.75,1.0
C0525,-0.276589447749358,-0.45714286,1.0
C0526,0.3511929717997853,0.61785716,1.0
C0527,-0.2343867910386909,-0.59375,1.0
C0528,0.1668118646233862,0.45909092,1.0
C0529,-0.297262751064774,-0.6,1.0
C0530,0.1497691641757993,0.36,1.0
C0531,-0.3373419409712126,-0.4625,1.0
C0532,0.2104675274652101,0.69166666,1.0
C0533,-0.3504185159362243,-0.55657893,1.0
C0534,0.3027755856964354,0.67959183,1.0
C0535,-0.3705895121205713,-0.56333333,1.0
C0536,0.3308801814912178,0.835,1.0
C0537,-0.3606597145503025,-0.775,1.0
C0538,0.1779625467955623,0.0,0.0
C0539,-0.3534299948181824,-0.8,1.0
C0540,0.3040468415680782,0.6041667,1.0
C0541,-0.3489658044235125,-0.62857145,1.0
C0542,0.1733525396881611,0.43333334,1.0
C0543,-0.1694508772443894,-0.3611111,1.0
C0544,0.2325051158028966,0.76,1.0
C0545,-0.2298202837328688,-0.5,1.0
C0546,0.081763292957638,0.7,1.0
C0547,-0.3427261359722763,-0.7607143,1.0
C0548,0.2350279164443723,0.50454545,1.0
C0549,-0.1802130226518787,-0.635,1.0
C0550,-0.0092818217646561,-0.05909091,1.0
C0551,-0.3385517768528945,-0.5779412,1.0
C0552,0.2804763936095203,0.74444443,1.0
C0553,0.3102862831343037,0.60714287,1.0
C0554,-0.3369004207859672,-0.675,1.0
C0555,0.2603517245461695,0.375,1.0
C0556,-0.1230489019371224,-0.22941177,1.0
C0557,0.2489671727594085,0.65,1.0
C0558,-0.2663567481154622,-0.61153847,1.0
C0559,0.3154953532523615,0.8,1.0
C0560,-0.3816583741629163,-0.6546875,1.0
C0561,0.1074740428503611,0.37857142,1.0
C0562,0.2657812010392139,0.5833333,1.0
C0563,-0.2476275072506057,-0.52666664,1.0
C0564,0.3122276380410304,0.73125,1.0
C0565,-0.2285051434686091,-0.62,1.0
C0566,0.0671987880340294,0.3625,1.0
C0567,-0.2887265091347863,-0.7,1.0
C0568,0.2002515829052282,0.78333336,1.0
C0569,-0.1474788668480525,-0.42173913,1.0
C0570,0.24736766688036,0.65,1.0
C0571,-0.2530955203463276,-0.65,1.0
C0572,0.1333280826747036,0.31333333,1.0
C0573,-0.2946707437577171,-0.675,1.0
C0574,0.234864327214164,0.6118421,1.0
C0575,-0.3806748385087062,-0.5277778,1.0
C0576,0.2137967654436413,0.60375,1.0
C0577,-0.3325640368743611,-0.39166668,1.0
C0578,0.227282512075139,0.5,1.0
C0579,-0.1779761449133921,-0.38,1.0
C0580,0.1411947364005808,0.55,1.0
C0581,-0.3308675461115835,-0.64375,1.0
C0582,0.1564579652758053,0.5477273,1.0
C0583,-0.3550310373507769,-0.5875,1.0
C0584,0.2868277569647239,0.8,1.0
C0585,-0.1390196582580662,-0.2173913,1.0
C0586,0.2123460711740862,0.4375,1.0
C0587,-0.1526851559899524,-0.46190476,1.0
C0588,0.1799902442779652,0.35434783,1.0
C0589,-0.2902482338272275,-0.73333335,1.0
C0590,0.0768782712398011,0.2,1.0
C0591,-0.3752390039435041,-0.7375,1.0
C0592,0.2394725040900298,0.64166665,1.0
C0593,0.2620460349654718,0.71911764,1.0
C0594,-0.1667236041747571,-0.59444445,1.0
C0595,0.1694970934671703,0.675,1.0
C0596,-0.3155431662644944,-0.58125,1.0
C0597,0.0176655785071078,-0.025,1.0
C0598,-0.2179764864550405,-0.3125,1.0
C0599,0.2832530475733951,0.78333336,1.0
C0600,-0.3484163964490246,-0.585,1.0
C0601,0.2450304399981335,0.7416667,1.0
